[PRODUCTS]
!PRODUCT_ID,!SKU,!MAIN_CATEGORY,!ADDITIONAL_CATEGORIES,!BRAND_ID,!NAME,!DESCRIPTION,!META_KEYWORDS,!META_DESCRIPTION,!META_TITLE,!PRICE,!LIST_PRICE,!WEIGHT,!IN_STOCK,!STATUS,!CLEAN_URL,!KEYWORDS
165,SKU278,32,"8,31,32",3,"Redmi 6A (Black, 2GB RAM, 32GB Storage)","<ul><line-break>	<li>Camera: 13 MP Rear camera | 5 MP front camera</li><line-break>	<li>Display: 13.84 centimetres (5.45-inch) HD+ display with 1440x720 pixels, 295 pixel density and 18:9 aspect ratio</li><line-break>	<li>Memory, Storage & SIM: 2GB RAM | 32GB storage expandable up to 256GB with dedicated slot | Dual nano SIM with dual-standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android v8.1 operating system with Mediatek Helio A22, 2.0Ghz Quad core processor with 12nm technology</li><line-break>	<li>Battery: 3000 mAH lithium Polymer battery</li><line-break>	<li>Warranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in box: Adapter, USB Cable</li><line-break></ul><line-break>",,,,109.00,129,0.00,1000,1,Redmi-6A-Black-2GB-RAM-32GB-Storage,
166,SKU260,32,"8,31,32",3,"Honor 8C (Blue, 4GB RAM, 32GB Storage)","<ul><line-break>	<li>13MP+2MP dual rare primary camera and 8MP front facing camera</li><line-break>	<li>15.90 centimeters (6.26-inch) with 1520 x 720 pixels resolution | 269 ppi pixel density</li><line-break>	<li>Memory, Storage and SIM: 4GB RAM 32GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)</li><line-break>	<li>Android +EMUI8.2 Lite v8.1 operating system with 1.8GHz Snapdragon 632 octa core processor</li><line-break>	<li>4000mAH lithium-polymer battery</li><line-break>	<li>1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries and 3 months for Data/USB cable from the date of purchase</li><line-break></ul><line-break>",,,,259.00,299,0.00,999,1,Honor-8C-Blue-4GB-RAM-32GB-Storage,
167,,32,"8,31,32",2,"OnePlus 6 (Red, 8GB RAM, 128GB Storage)","<ul><line-break>	<li>Camera: 20+16 MP Dual rear camera with Optical image stabilization, Super slow motion, Portrait mode | 16 MP front camera</li><line-break>	<li>Display: 15.95 centimeters (6.28-inch) Full HD+ Optic AMOLED display with 2280x1080 pixels and 19:9 aspect ratio | 2.5D Corning Gorilla Glass 5</li><line-break>	<li>Memory, Storage & SIM: 8GB RAM | 128GB storage | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android Oreo 8.1 Oxygen operating system based on with Qualcomm Snapdragon 845 octa core processor</li><line-break>	<li>Battery: 3300 mAH lithium Polymer battery with Dash Charge technology</li><line-break>	<li>Warranty: 1 year manufacturer warranty for device and in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in box: Screen protector (pre-applied), Translucent case, Dash Type-C cable, Dash power adaptor</li><line-break>	<li>Other features: Face Unlock, Fingerprint scanner, Water Resistant, Glass back and NFC enabled</li><line-break></ul><line-break>",,,,429.00,499,0.00,1000,1,OnePlus-6-Red-8GB-RAM-128GB-Storage,
168,SKU472,32,"8,31,32",3,"Huawei P20 Lite (4GB RAM, 64GB Storage)","<ul><line-break>	<li>Camera: 16+2 MP Dual rear camera with a F2.2 wide aperture and Bokeh effects | 24 MP front camera with a F2.0 wide aperture and 3D Portrait lighting effect</li><line-break>	<li>Display: 14.83 centimeters (5.84-inch) Full HD+ display with 1080x2280 pixels and 432 ppi pixel density</li><line-break>	<li>Memory, Storage & SIM: 4GB RAM | 64GB storage expandable up to 256GB | Dual nano SIM with dual standby (4G+3G)</li><line-break>	<li>Operating System and Processor: Android v8.0 EMUI operating system with 2.36GHz Cortex-A53 + 1.7GHz Cortex-A53 Kirin 659 octa core processor</li><line-break>	<li>Battery: 3000 mAh lithium Polymer battery providing talk-time of 17 hours with stand by upto 471 hours</li><line-break>	<li>Warranty: 1 year manufacturer warranty on handset and 6 months on battery/charger, 3 months on accessories (data cable) provided by the manufacturer from date of purchase</li><line-break>	<li>Included in box: Charger, Type-C cable, TP Protective film (Pre applied)</li><line-break></ul><line-break>",,,,299.00,329,0.00,1000,1,Huawei-P20-Lite-Blue-4GB-RAM-64GB-Storage,
170,SKU1703,32,"8,31,32",2,"Samsung Galaxy J8 (Black, 4GB RAM, 64GB Storage) with Offers","<ul><line-break>	<li>Camera: 16+5 MP Dual rear camera with Auto focus and 4x Digital zoom | 16 MP front camera with F1.9 LED flash</li><line-break>	<li>Display: 15.24 centimeters (6-inch) HD Super AMOLED capacitive touchscreen display with 1480x720 pixels</li><line-break>	<li>Memory, Storage & SIM: 4GB RAM | 64GB storage expandable up to 256GB | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android V8.0 Oreo operating system with 1.8GHz Qualcomm Snapdragon SDM450 octa core processor</li><line-break>	<li>Battery: 3500 mAH lithium ion battery</li><line-break>	<li>Warranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in box: Earphones, Travel adaptor, USB Cable</li><line-break></ul><line-break>",,,,299.00,349,0.00,1000,1,,
171,SKU285,32,"8,31,32",4,"Mi Redmi Note 5 Pro (Black, 4GB RAM, 64GB Storage)","<ul><line-break>	<li>12MP+5MP dual rear camera with portrait mode PDAF, HDR, flash light | 20MP front camera with front camera with portrait mode</li><line-break>	<li>15.2 centimeters (5.99-inch) FHD+ capacitive touchscreen with 2160 x 1080 pixels resolution | 403 ppi pixel density</li><line-break>	<li>Memory, Storage and SIM: 4GB RAM | 64GB internal memory expandable up to 128GB | Dual SIM (nano+nano) dual-standby (4G+4G)</li><line-break>	<li>Android v7.1.1 operating system with 1.8GHz Qualcomm Snapdragon 636 octa core processor, Adreno 509 GPU</li><line-break>	<li>4000mAH lithium-ion battery</li><line-break>	<li>1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break></ul><line-break>",,,,159.00,179,0.00,1000,1,Mi-Redmi-Note-5-Pro-Black-4GB-RAM-64GB-Storage,
172,SKU268,32,"8,31,32",2,"Realme 2 (Solar Black, 4GB RAM, 64GB Storage)","<ul><line-break>	<li>Camera: 13 MP Rear camera with Fast facial unlock in less than 0.1 second with AI Recognition | 8 MP front camera</li><line-break>	<li>Display: 15.2 centimeters (6-inch) Full HD 1080p capacitive touchscreen display with 2160x1080 pixels</li><line-break>	<li>Memory, Storage & SIM: 4GB RAM | 64GB storage expandable up to 256GB | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android v8.1 Oreo operating system with 8-cores CPU 2GHz MTK Helio P60 AI octa core processor</li><line-break>	<li>Battery: 3410 mAH lithium ion battery providing talk-time of 30 hours with stand by upto 380 hours</li><line-break>	<li>Warranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in box: Adaptor, Micro USB Cable, Screen protect film and case</li><line-break></ul><line-break>",,,,189.00,199,0.00,1000,1,Realme-2-Solar-Red-4GB-RAM-64GB-Storage,
173,SKU2765,32,"8,31,32",4,"Realme 1 (Solar Red, 4GB RAM, 64GB Storage)","<ul><line-break>	<li>Camera: 13 MP Rear camera with Fast facial unlock in less than 0.1 second with AI Recognition | 8 MP front camera</li><line-break>	<li>Display: 15.2 centimeters (6-inch) Full HD 1080p capacitive touchscreen display with 2160x1080 pixels</li><line-break>	<li>Memory, Storage & SIM: 4GB RAM | 64GB storage expandable up to 256GB | Dual nano SIM with dual standby (4G+4G)</li><line-break>	<li>Operating System and Processor: Android v8.1 Oreo operating system with 8-cores CPU 2GHz MTK Helio P60 AI octa core processor</li><line-break>	<li>Battery: 3410 mAH lithium ion battery providing talk-time of 30 hours with stand by upto 380 hours</li><line-break>	<li>Warranty: 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase</li><line-break>	<li>Included in box: Adaptor, Micro USB Cable, Screen protect film and case</li><line-break></ul><line-break>",,,,169.00,189,0.00,1000,1,,
174,SKU765,34,"8,31,34",2,"Fire 7 Tablet with Alexa, 7"" Display, 8 GB, Black - with Special Offers","<ul><line-break>	<li>The next generation of our best-selling Fire tablet ever - now thinner, lighter, and with longer battery life and an improved display.</li><line-break>	<li>Beautiful 7"" IPS display with higher contrast and sharper text, a 1.3 GHz quad-core processor, and up to 8 hours of mixed-use battery life (may vary depending on usage). 8 or 16 GB of internal storage and a microSD slot for up to 256 GB of expandable storage.</li><line-break>	<li>Just ask Alexa for quick access to the information and entertainment you want. Ask questions, play music, check your calendar, get the news, weather, and more.</li><line-break>	<li>Ask Alexa to call or message almost anyone, or make video calls to family and friends with a Fire tablet, Echo Spot, Echo Show, or the Alexa App. Instantly connect to enabled Echo devices.</li><line-break>	<li>Enjoy millions of movies, TV shows, songs, Kindle eBooks, apps and games - including Netflix, Facebook, HBO, Spotify, and more.</li><line-break>	<li>Prime members get unlimited access to over a thousand books and magazines, millions of songs, and thousands of movies and TV episodes - at no additional cost.</li><line-break>	<li>Watch downloaded videos anywhere with a Prime membership, Netflix plan, or Showtime subscription.</li><line-break></ul><line-break>",,,,49.00,59,0.00,1000,1,Fire-7-Tablet-with-Alexa-7-Display-8-GB-Black-with-Special-Offers,
175,SKU643,34,"8,31,34",2,"All-New Fire HD 8 Tablet | 8"" HD Display, 16 GB, Black - with Special Offers","<ul><line-break>	<li>&nbsp;as durable as the iPad Mini 4.</li><line-break>	<li>16 or 32 GB of internal storage and a microSD slot for up to 400 GB of expandable storage</li><line-break>	<li>Enjoy millions of movies, TV shows, songs, Kindle eBooks, apps and games - including Netflix, Facebook, HBO, Spotify and more</li><line-break>	<li>Watch downloaded videos anywhere with a Prime membership, Netflix plan, or Showtime subscription</li><line-break>	<li>Prime members get unlimited access to over a thousand books and magazines, millions of songs, and thousands of movies and TV episodes - at no additional cost</li><line-break>	<li>Use Alexa hands-free mode to pause videos, play music, open apps, show sports scores, display the weather, and more&mdash;just ask</li><line-break>	<li>With Show Mode you can transform your tablet to an immersive, full-screen Alexa experience optimized for visibility across the room</li><line-break>	<li>Call or message almost anyone or make video calls to family and friends with compatible devices or the Alexa App</li><line-break></ul><line-break>",,,,49.00,59,0.00,999,1,All-New-Fire-HD-8-Tablet-8-HD-Display-16-GB-Black-with-Special-Offers,
176,SKU246,34,"8,31,34",2,"Samsung Galaxy Tab A 8"" 32 GB Wifi Tablet - SM-T380NZKEXAR","<ul><line-break>	<li>Take in your favorites on a screen that looks good in any light on a sleek metal frame that&#39;s comfortable to hold</li><line-break>	<li>Power through movies, games, emails and more with a long-lasting battery that gives you up to 14 hours of video playback</li><line-break>	<li>Get 32GB of Built-in storage and expand your Memory up to 256GB with a Micro SD card (sold separately). Wi-Fi: 802.11 a/b/g/n 2.4+5GHz, HT40</li><line-break>	<li>Internet use time: up to 15 hours, music play time: up to 153 hours . Get 3 free Months of YouTube red with Google play music, plus enjoy samsung&#39;s kid-friendly apps ; Bluetooth v4.2</li><line-break>	<li>Bixby home serves up relevant content like weather and news, and gives you a preview of your day</li><line-break></ul><line-break>",,,,189.00,229,0.00,1000,1,Samsung-Galaxy-Tab-A-8-32-GB-Wifi-Tablet-Black-SM-T380NZKEXAR,
177,SKU653,34,"8,31,34",4,"Apple iPad with WiFi, 32GB, Space Gray (2017 Model)","<ul><line-break>	<li>9.7-inch Retina display, wide color and true tone</li><line-break>	<li>A9 third-generation chip with 64-bit architecture</li><line-break>	<li>M9 motion coprocessor</li><line-break>	<li>1.2MP FaceTime HD camera</li><line-break>	<li>8MP iSight camera</li><line-break>	<li>Touch ID</li><line-break>	<li>Apple Pay</li><line-break></ul><line-break>",,,,299.00,329,0.00,1000,1,,
178,SKU234,34,"8,31,34",3,"Samsung Electronics SM-T830NZKAXAR Galaxy Tab S4, 10.5""","<ul><line-break>	<li>DeX: Transform your tablet into a PC</li><line-break>	<li>S Pen included. Imagination unlocked.</li><line-break>	<li>With far-field mics, your tablet listens and responds to your voice when your tablet is out of reach.</li><line-break>	<li>Super AMOLED Display. Crisp. Clear. Captivating.</li><line-break>	<li>Cinematic Dolby Atmos Surround for truly cinematic surround sound</li><line-break></ul><line-break>",,,,647.00,699,0.00,1000,1,Samsung-Electronics-SM-T830NZKAXAR-Galaxy-Tab-S4-10.5,
179,SKU764,34,"8,31,34",4,"Samsung Electronics SM-T590NZKAXAR Galaxy Tab A, 10.5""","<ul><line-break>	<li>Wide immersive Display</li><line-break>	<li>Cinematic Dolby Atoms Surround sound</li><line-break>	<li>Google assistant</li><line-break>	<li>Fast-charging</li><line-break>	<li>Multitasking performance</li><line-break></ul><line-break>",,,,322.00,352,0.00,1000,1,Samsung-Electronics-SM-T590NZKAXAR-Galaxy-Tab-A-10.5,
180,SKU375,34,"8,31,34",3,"Apple iPad Pro (12.9-inch, Wi-Fi, 64GB)","<ul><line-break>	<li>12.9-inch edge-to-edge Liquid Retina display with ProMotion, True Tone, and wide color</li><line-break>	<li>A12X Bionic chip with Neural Engine</li><line-break>	<li>Face ID for secure authentication and Apple Pay</li><line-break>	<li>Four speaker audio with wider stereo sound</li><line-break>	<li>802.11ac Wi-Fi</li><line-break>	<li>Up to 10 hours of battery life</li><line-break>	<li>USB-C connector for charging and accessories</li><line-break></ul><line-break>",,,,999.00,1199,0.00,1000,1,Apple-iPad-Pro-12.9-inch-Wi-Fi-64GB-Space-Gray-Latest-Model,
181,SKU621,34,"8,31,34",4,"Apple iPad Pro (11-inch, Wi-Fi, 256GB)","<ul><line-break>	<li>11-inch edge-to-edge Liquid Retina display with ProMotion, True Tone, and wide color</li><line-break>	<li>A12X Bionic chip with Neural Engine</li><line-break>	<li>Face ID for secure authentication and Apple Pay</li><line-break>	<li>Four speaker audio with wider stereo sound</li><line-break>	<li>802.11ac Wi-Fi</li><line-break>	<li>Up to 10 hours of battery life</li><line-break>	<li>USB-C connector for charging and accessories</li><line-break></ul><line-break>",,,,899.00,959,0.00,1000,1,Apple-iPad-Pro-11-inch-Wi-Fi-256GB-Space-Gray-Latest-Model,
182,SKU876,34,"8,31,34",3,"Samsung SM-T560NZKUXAR Galaxy Tab E 9.6"", 16 GB Wi-Fi Tablet","<ul><line-break>	<li>1.5 GB RAM memory</li><line-break>	<li>Resolution: 800 x 1280 pixels (157 PPI pixel density)</li><line-break>	<li>Battery Type and Size:Li-Ion 7,300 mAh</li><line-break></ul><line-break>",,,,179.00,199,0.00,1000,1,Samsung-SM-T560NZKUXAR-Galaxy-Tab-E-9.6-16-GB-Wi-Fi-Tablet,
183,SKU752,34,"8,31,34",2,"Apple iPad Mini 2 with Retina Display ME276LL/A (16GB, Wi-Fi, Black with Space Gray)","<p>Renewed products are pre-owned products not Apple certified but have been inspected and tested by Amazon-qualified suppliers. Box and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.</p><line-break><line-break><ul><line-break>	<li>Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.</li><line-break>	<li>Apple iOS 7, 7.9 inches Display</li><line-break>	<li>Apple 1.3 GHz</li><line-break>	<li>16 GB Flash Memory, 1 GB RAM Memory</li><line-break>	<li>10-hour battery life, 0.73 pounds</li><line-break></ul><line-break>",,,,149.00,169,0.00,1000,1,Apple-iPad-Mini-2-with-Retina-Display-ME276LL-A-16GB-Wi-Fi-Black-with-Space-Gray,
184,SKU836,36,"8,31,36",3,"Acer Aspire E 15, 15.6"" Full HD, 8th Gen Intel Core i3-8130U, 6GB RAM Memory, 1TB HDD, 8X DVD, E5-576-392H","<p>Acer Aspire E 15 E5-576-392H comes with these high level specs: 8th Generation Intel Core i3-8130U Processor 2.2GHz with Turbo Boost Technology up to 3.4GHz, Windows 10 Home, 15.6"" Full HD (1920 x 1080) widescreen LED-backlit display, Intel UHD Graphics 620, 6GB Dual Channel Memory, 1TB 5400RPM SATA Hard Drive, 8X DVD Double-Layer Drive RW (M-DISC enabled), Secure Digital (SD) card reader, Acer True Harmony, Two Built-in Stereo Speakers, 802.11ac Wi-Fi featuring MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), Bluetooth 4.1, HD Webcam (1280 x 720) supporting High Dynamic Range (HDR), 1 - USB 3.1 Type C Gen 1 port (up to 5 Gbps), 2 - USB 3.0 ports (one with power-off charging), 1 - USB 2.0 port, 1 - HDMI Port with HDCP support, 6-cell Li-Ion Battery (2800 mAh), Up to 13.5-hours Battery Life, 5.27 lbs. | 2.39 kg (system unit only) (NX.GRYAA.001).</p><line-break>",,,,359.00,389,0.00,1000,1,Acer-Aspire-E-15-15.6-Full-HD-8th-Gen-Intel-Core-i3-8130U-6GB-RAM-Memory-1TB-HDD-8X-DVD-E5-576-392H,
185,SKU368,36,"8,31,36",4,"2018 Lenovo ThinkPad T480 14"" HD Business Laptop (Intel Quad-Core i5-8250U, Fingerprint, Thunderbolt 3 Type-C, WiFi AC, Windows 10 Pro) - Choose from 8GB 16GB 32GB DDR4 RAM, 256GB 500GB 1TB SSD or HDD","<p>This item does not ship to&nbsp;<strong>Ukraine</strong>. Please check other sellers who may ship internationally.</p><line-break><line-break><p>Ships from and sold by&nbsp;<a href=""https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A39QOQB63SPG0D"">Issaquah Highlands Tech</a>.</p><line-break><line-break><ul><line-break>	<li>Upgrade and Choose from a) 8GB/16GB/32GB DDR4 RAM; Choose b) 500GB/1TB HDD or 500GB/1TB SSD; Professional Installation Service included.</li><line-break>	<li>8th Generation Intel Quad Core i5-8250U 1.60 GHz Processor (Max Turbo 3.40 GHz, 4 cores 8 threads, 6MB SmartCache)</li><line-break>	<li>14-Inch HD (1366x768), anti-glare, LED backlight, 220 nits, 16:9 aspect ratio, 400:1 contrast ratio</li><line-break>	<li>Intel Wireless 8265ac (2x2) + Bluetooth v4.1 | FingerPrint Reader | HD 720p Webcam | Integrated Intel UHD Graphics 620</li><line-break>	<li>Windows 10 Professional 64-bit</li><line-break></ul><line-break>",,,,839.00,899,0.00,1000,1,2018-Lenovo-ThinkPad-T480-14-HD-Business-Laptop-Intel-Quad-Core-i5-8250U-Fingerprint-Thunderbolt-3-Type-C-WiFi-AC-Windows-10-Pro-Choose-from-8GB-16GB-32GB-DDR4-RAM-256GB-500GB-1TB-SSD-or-HDD,
186,SKU763,36,"8,31,36",2,"2018 Premium Dell Inspiron 15 5000 15.6"" Full HD Touchscreen Business Laptop - Intel i5-8250U up to 3.4GHz 8GB 1TB Backlit Keyboard DVDRW Webcam WLAN Win 10- Upgrade to 32G RAM 1TB SSD","<ul><line-break>	<li>Customize Color (Silver/Blue/Black) and Upgrade RAM 8G/12G/16G/32G DDR4, and Hard Drive 1TB / 128G SSD / 256G SSD / 512G SSD / 1TB SSD or Hybrid (128G SSD + 1TB, 256G SSD + 1TB, 512G SSD + 1TB, 1TB SSD + 1TB) or any other specs you desire.</li><line-break>	<li>15.6 in Full HD 1080P TrueLife LED-backlit Touchscreen (1920 x 1080), 10-finger multi-touch support</li><line-break>	<li>Newest Intel 8th Quad Core i5-8250U 6MB cache with Turbo Boost Technology up to 3.4GHz</li><line-break>	<li>3-in-1 media card reader (SD/SDHC/SDXC), 2 USB 3.1 Gen 1 Type-A 1 USB 2.0 1 HDMI v1.4b Headphone output/Microphone input combo , 802.11ac Wireless WIFI, Bluetooth 4.2,</li><line-break>	<li>Windows 10 Home, 64-Bit , Up to 10 Hours Battery Life, Backlit keyboard</li><line-break></ul><line-break>",,,,599.00,629,0.00,1000,1,2018-Premium-Dell-Inspiron-15-5000-15.6-Full-HD-Touchscreen-Business-Laptop-Intel-i5-8250U-up-to-3.4GHz-8GB-1TB-Backlit-Keyboard-DVDRW-Webcam-WLAN-Win-10-Upgrade-to-32G-RAM-1TB-SSD,
187,SKU783,36,"8,31,36",2,"2018 Lenovo ThinkPad E580 15.6"" HD Business Laptop (Intel Core i5-7200U, Fingerprint, USB Type-C, WiFi AC, Webcam, Windows 10 Pro) - Choose from 8GB 16GB 32GB DDR4 RAM, 256GB 500GB 1TB SSD or HDD","<ul><line-break>	<li>Upgrade and Choose from a) 8GB/16GB/32GB DDR4 RAM; Choose b) 500GB/1TB HDD or 256GB/500GB/1TB SSD; Professional Installation Service included.</li><line-break>	<li>15.6-Inch Anti-Glare (1366x768) Display with Front Facing HD Webcam | Integrated Intel HD Graphics 620</li><line-break>	<li>Intel Core i5-7200U 2.5 GHz (Turbo 3.10 GHz, 2 Cores 4 Threads, 3MB SmartCache)</li><line-break>	<li>802.11ac Dual-Band Wireless (2x2) + BT4.1 Combo | HD Webcam | FingerPrint Reader</li><line-break>	<li>Windows 10 Professional 64-bit - Black</li><line-break></ul><line-break>",,,,599.00,629,0.00,1000,1,2018-Lenovo-ThinkPad-E580-15.6-HD-Business-Laptop-Intel-Core-i5-7200U-Fingerprint-USB-Type-C-WiFi-AC-Webcam-Windows-10-Pro-Choose-from-8GB-16GB-32GB-DDR4-RAM-256GB-500GB-1TB-SSD-or-HDD,
188,SKU672,36,"8,31,36",4,"2018 Newest Flagship Premium Lenovo IdeaPad 330 15.6"" HD Anti-glare Laptop, Intel Celeron N4000 DVDRW Dolby Audio 802.11ac HDMI Bluetooth Webcam USB 3.0 Win 10 - up to 8GB 1TB SSD","<ul><line-break>	<li>Upgrade Your RAM and Hard Drive up to 8G DDR4, 1TB SSD for Your Desired Specs and Choose Favorite Color</li><line-break>	<li>Intel Dual-Core Celeron N4000 Turbo boost up to 2.6GHz (base frequency 1.1GHz, 4MB)</li><line-break>	<li>15.6"" HD LED Backlight (1366 x 768) Display , Intel Integrated HD Graphics, 2x 1.5W speakers with Dolby Audio Processing</li><line-break>	<li>Intel Wireless-AC WLAN + Bluetooth 4.1, 100/1000M Gigbit Ethernet (RJ-45 Connector), 1x USB 3.0 Type C, 2x USB 3.0, 1x HDMI, 1x Media Card Reader, 1x Combination Audio Jack</li><line-break>	<li>Windows 10 Home, Up to 5.5 hours Battery Life</li><line-break></ul><line-break>",,,,349.00,369,0.00,1000,1,2018-Newest-Flagship-Premium-Lenovo-IdeaPad-330-15.6-HD-Anti-glare-Laptop-Intel-Celeron-N4000-DVDRW-Dolby-Audio-802.11ac-HDMI-Bluetooth-Webcam-USB-3.0-Win-10-up-to-8GB-1TB-SSD,
189,SKU787,36,"8,31,36",3,"Newest HP Pavilion 15 15.6"" IPS TouchScreen Full HD (1920x1080) Business Laptop (Intel Quad-Core i5-8250U, Type-C, HDMI, WiFi AC, Windows 10) Choose from 8GB 16GB 32GB DDR4, 256GB 512GB 1TB SSD or HDD","<ul><line-break>	<li>Upgrade and Choose from a) 8GB/16GB/32GB DDR4 RAM; Choose b) 256GB/512GB/1TB SSD or HDD; Professional Installation Service included (Seal is Broken for Upgrading Purposes ONLY)</li><line-break>	<li>15.6-Inch IPS Touchscreen FHD (1920x1080) (10-Finger Multi-TOUCH support) | HP Wide Vision Full HD Infrared Webcam</li><line-break>	<li>8th Generation Intel Quad Core i5-8250U (1.6 GHz base frequency, up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB cache, 4 Cores 8 Threads) | Integrated Intel UHD Graphics 620</li><line-break>	<li>Bang & Olufsen | HDMI | USB type-C 3.1 Gen 1 | HDMI | 802.11ac Wi-Fi + BlueTooth Combo</li><line-break>	<li>Windows 10 Home 64-bit; Best for School, Home, Small Business, Lite Gaming</li><line-break></ul><line-break>",,,,499.00,529,0.00,1000,1,Newest-HP-Pavilion-15-15.6-IPS-TouchScreen-Full-HD-1920x1080-Business-Laptop-Intel-Quad-Core-i5-8250U-Type-C-HDMI-WiFi-AC-Windows-10-Choose-from-8GB-16GB-32GB-DDR4-256GB-512GB-1TB-SSD-or-HDD,
190,SKU678,36,"8,31,36",3,"2019 Flagship Lenovo ideaPad 15.6"" HD Energy-efficient Laptop AMD Dual-Core A6-9225 Up to 3.0GHz AMD Radeon R4 DVDRW 802.11ac Bluetooth Webcam USB 3.0 HDMI Windows 10 - Up to 8GB DDR4 RAM 1TB SSD","<ul><line-break>	<li>Upgrade Your RAM and Hard Drive up to 8G DDR4, 1TB SSD for Your Desired Specs</li><line-break>	<li>15.6"" HD LED backlight anti-glare Display, AMD Radeon R4 Graphics</li><line-break>	<li>AMD A6-9225 @ 2.6GHz up to 3.0 GHz</li><line-break>	<li>802.11ac, Bluetooth 4.1, USB 2.0, LAN, HDMI, Headphone/microphone combo jack, 4 in 1 Card Reader(SD Card, MultiMediaCard, SDHC Card, SDXC Card)</li><line-break>	<li>Windows 10 Home, 720P Webcam for video chatting</li><line-break></ul><line-break>",,,,299.00,329,0.00,998,1,2019-Flagship-Lenovo-ideaPad-15.6-HD-Energy-efficient-Laptop-AMD-Dual-Core-A6-9225-Up-to-3.0GHz-AMD-Radeon-R4-DVDRW-802.11ac-Bluetooth-Webcam-USB-3.0-HDMI-Windows-10-Up-to-8GB-DDR4-RAM-1TB-SSD,
191,SKU846,36,"8,31,36",2,"2019 Newest Flagship Dell Inspiron 15 5000 15.6"" FHD Touchscreen Business Laptop, Intel Quad-Core i7-8550U DVDRW Backlit Keyboard MaxxAudio Pro HDMI Bluetooth Win 10 - Upgrade up to 32GB DDR4 1TB SSD","<ul><line-break>	<li>Upgrade Your RAM and Hard Drive from 4GB 128G SSD up to 32G DDR4, 1TB SSD or Hybrid (+2TB HDD) for Your Desired Specs</li><line-break>	<li>8th Gen Intel Quad-Core i7-8550U Processor 1.8GHz, Up to 4.0GHz, 8MB SmartCache</li><line-break>	<li>15.6"" Touchscreen LED-Backlit FHD (1920 x 1080) Display</li><line-break>	<li>Webcam, 802.11ac, 2 x USB 3.0, 1 x USB 2.0, 1x HDMI, 1x Combination Audio Jack</li><line-break>	<li>Windows 10 Home 64 Bit, MaxxAudio Pro</li><line-break></ul><line-break>",,,,699.00,729,0.00,1000,1,2019-Newest-Flagship-Dell-Inspiron-15-5000-15.6-FHD-Touchscreen-Business-Laptop-Intel-Quad-Core-i7-8550U-DVDRW-Backlit-Keyboard-MaxxAudio-Pro-HDMI-Bluetooth-Win-10-Upgrade-up-to-32GB-DDR4-1TB-SSD,
